Province_ID,critical_0_level,critical_10_level,critical_20_level,critical_30_level,critical_40_level,critical_50_level
50,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,-0.004241616666666614,-0.008483233333333232,-0.01272484999999985,-0.016966466666666465,-0.021208083333333082
57,0.0,-0.0020057166666666657,-0.004011433333333333,-0.00601715,-0.008022866666666666,-0.010028583333333334
58,0.0,-0.42267684999999977,-0.8453537,-1.26803055,-1.6907074,-2.11338425
60,0.0,0.0,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0,0.0
64,0.0,-0.009364933333333304,-0.0187298666666666,-0.0280947999999999,-0.0374597333333332,-0.0468246666666665
